x,y,z,diff_x,diff_y,diff_z,d_x,d_y,d_z,d_n,di_x,di_y,di_z,f_m,f_x,f_y,f_z
42.06,-2.00,-3.00,42.06,-1.90,-3.00,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
39.09,-2.39,-3.00,39.09,-2.28,-3.00,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
36.13,-2.85,-3.00,36.12,-2.74,-2.99,0.00,-0.11,0.00,0.11,0.00,0.11,0.00,0,0,0,0
33.18,-3.42,-2.99,33.18,-3.31,-2.99,0.01,-0.12,0.00,0.12,0.01,0.12,0.00,0,0,0,0
30.27,-4.15,-2.98,30.26,-4.03,-2.97,0.01,-0.12,0.00,0.12,0.01,0.12,0.00,0,0,0,0
27.40,-5.15,-2.93,27.39,-5.03,-2.93,0.01,-0.12,0.00,0.12,0.01,0.12,0.00,0,0,0,0
24.68,-6.96,-2.80,24.67,-6.83,-2.79,0.01,-0.13,0.00,0.13,0.01,0.13,0.00,0,0,0,0
21.40,-8.48,-2.69,21.38,-8.33,-2.68,0.02,-0.14,-0.01,0.14,0.02,0.14,0.01,0,0,0,0
18.10,-8.24,-2.75,18.09,-8.09,-2.75,0.01,-0.16,-0.01,0.16,0.01,0.16,0.01,0,0,0,0
15.02,-7.89,-2.82,15.01,-7.71,-2.81,0.01,-0.18,-0.01,0.18,0.01,0.18,0.01,0,0,0,0
12.01,-7.93,-2.85,12.00,-7.72,-2.85,0.01,-0.21,-0.01,0.21,0.01,0.21,0.01,0,0,0,0
9.01,-7.98,-2.89,9.00,-7.75,-2.88,0.01,-0.23,-0.01,0.23,0.01,0.23,0.01,0,0,0,0
6.01,-8.02,-2.92,6.00,-7.76,-2.91,0.01,-0.26,-0.01,0.26,0.01,0.26,0.01,0,0,0,0
3.01,-8.07,-2.95,3.00,-7.78,-2.94,0.01,-0.29,-0.01,0.29,0.01,0.29,0.01,0,0,0,0
0.007835,-8.12,-2.98,-0.002453,-7.80,-2.98,0.01,-0.33,-0.01,0.33,0.01,0.33,0.01,0,0,0,0
-2.99,-8.18,-3.02,-3.00,-7.82,-3.01,0.01,-0.36,-0.01,0.36,0.01,0.36,0.01,0,0,0,0
-5.99,-8.25,-3.05,-6.00,-7.84,-3.04,0.01,-0.40,-0.01,0.40,0.01,0.40,0.01,0,0,0,0
-8.99,-8.32,-3.08,-9.00,-7.88,-3.07,0.01,-0.44,-0.01,0.44,0.01,0.44,0.01,0,0,0,0
-11.99,-8.41,-3.11,-12.00,-7.92,-3.11,0.01,-0.49,-0.01,0.49,0.01,0.49,0.01,0,0,0,0
-15.00,-8.52,-3.15,-15.00,-7.99,-3.14,0.01,-0.53,-0.01,0.53,0.01,0.53,0.01,0,0,0,0
-18.03,-8.67,-3.20,-18.04,-8.10,-3.19,0.01,-0.57,-0.01,0.57,0.01,0.57,0.01,0,0,0,0
-21.19,-9.08,-3.30,-21.20,-8.46,-3.29,0.01,-0.62,-0.01,0.62,0.01,0.62,0.01,0,0,0,0
-24.66,-8.41,-3.33,-24.65,-7.76,-3.32,-0.01,-0.65,-0.01,0.65,0.01,0.65,0.01,0,0,0,0
-27.53,-6.48,-3.13,-27.50,-5.81,-3.12,-0.03,-0.67,-0.01,0.68,0.03,0.67,0.01,0,0,0,0
-30.35,-5.11,-3.05,-30.31,-4.41,-3.04,-0.04,-0.70,-0.01,0.70,0.04,0.70,0.01,0,0,0,0
-33.25,-4.30,-3.03,-33.21,-3.60,-3.02,-0.05,-0.71,-0.01,0.71,0.05,0.71,0.01,0,0,0,0
-36.19,-3.66,-3.02,-36.15,-2.96,-3.01,-0.05,-0.70,0.00,0.70,0.05,0.70,0.00,0,0,0,0
-39.14,-3.13,-3.01,-39.10,-2.45,-3.00,-0.04,-0.67,0.00,0.67,0.04,0.67,0.00,0,0,0,0
-42.11,-2.68,-3.01,-42.07,-2.04,-3.00,-0.04,-0.63,0.00,0.64,0.04,0.63,0.00,0,0,0,0
-45.08,-2.28,-3.00,-45.05,-1.70,-3.00,-0.03,-0.58,0.00,0.58,0.03,0.58,0.00,0,0,0,0
-48.06,-1.93,-3.00,-48.03,-1.41,-3.00,-0.03,-0.52,0.00,0.52,0.03,0.52,0.00,0,0,0,0
-51.04,-1.61,-3.00,-51.02,-1.15,-3.00,-0.02,-0.46,0.00,0.46,0.02,0.46,0.00,0,0,0,0
-54.03,-1.32,-3.00,-54.01,-0.933982,-3.00,-0.02,-0.38,0.00,0.38,0.02,0.38,0.00,0,0,0,0
-57.02,-1.05,-3.00,-57.01,-0.739915,-3.00,-0.01,-0.31,0.00,0.31,0.01,0.31,0.00,0,0,0,0
-60.01,-0.802856,-3.00,-60.00,-0.567930,-3.00,-0.01,-0.23,0.00,0.24,0.01,0.23,0.00,0,0,0,0
-63.00,-0.579532,-3.00,-63.00,-0.415038,-3.00,0.00,-0.16,0.00,0.16,0.00,0.16,0.00,0,0,0,0
-66.00,-0.379507,-3.00,-66.00,-0.278299,-3.00,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
-68.99,-0.204773,-3.00,-68.99,-0.155614,-3.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00,0,0,0,0
-71.99,-0.062165,-3.00,-71.99,-0.048884,-3.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
-75,0.000000,-3,-75,0.000000,-3,0,0,0,0,0,0,0,1.84,-1.55,-0.981187,-0.082125
75,0.000000,-6,75,0.000000,-6,0,0,0,0,0,0,0,4.82,4.70,-0.864717,-0.647096
71.99,-0.046408,-6.00,71.99,-0.044211,-6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
68.99,-0.150140,-6.00,68.99,-0.142127,-6.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
66.00,-0.271508,-6.00,66.00,-0.255225,-6.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
63.00,-0.408317,-6.00,63.00,-0.382147,-6.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00,0,0,0,0
60.00,-0.561246,-6.00,60.00,-0.524271,-6.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
57.01,-0.732309,-6.00,57.01,-0.684175,-6.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00,0,0,0,0
54.01,-0.923873,-6.00,54.01,-0.864749,-6.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00,0,0,0,0
51.02,-1.14,-6.00,51.02,-1.07,-6.00,0.00,-0.07,0.00,0.07,0.00,0.07,0.00,0,0,0,0
48.03,-1.38,-6.00,48.03,-1.30,-6.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
45.04,-1.66,-6.00,45.04,-1.57,-6.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
42.06,-1.98,-6.00,42.06,-1.89,-6.00,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
39.09,-2.36,-6.00,39.08,-2.26,-6.00,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
36.12,-2.83,-6.00,36.12,-2.72,-6.00,0.00,-0.11,0.00,0.11,0.00,0.11,0.00,0,0,0,0
33.18,-3.40,-6.00,33.17,-3.28,-6.00,0.01,-0.11,0.00,0.11,0.01,0.11,0.00,0,0,0,0
30.26,-4.12,-6.00,30.26,-4.00,-5.99,0.01,-0.12,0.00,0.12,0.01,0.12,0.00,0,0,0,0
27.41,-5.09,-5.97,27.40,-4.97,-5.97,0.01,-0.12,0.00,0.12,0.01,0.12,0.00,0,0,0,0
24.68,-6.86,-5.88,24.67,-6.74,-5.88,0.01,-0.13,0.00,0.13,0.01,0.13,0.00,0,0,0,0
21.54,-8.43,-5.74,21.52,-8.29,-5.74,0.02,-0.14,-0.01,0.14,0.02,0.14,0.01,0,0,0,0
18.14,-8.24,-5.75,18.13,-8.08,-5.75,0.01,-0.16,0.00,0.16,0.01,0.16,0.00,0,0,0,0
15.06,-7.86,-5.82,15.05,-7.68,-5.81,0.01,-0.18,0.00,0.18,0.01,0.18,0.00,0,0,0,0
12.05,-7.91,-5.85,12.03,-7.71,-5.85,0.01,-0.20,0.00,0.20,0.01,0.20,0.00,0,0,0,0
9.04,-7.95,-5.89,9.03,-7.72,-5.88,0.01,-0.23,-0.01,0.23,0.01,0.23,0.01,0,0,0,0
6.04,-7.99,-5.92,6.03,-7.73,-5.91,0.01,-0.26,-0.01,0.26,0.01,0.26,0.01,0,0,0,0
3.04,-8.03,-5.95,3.03,-7.74,-5.94,0.01,-0.29,-0.01,0.29,0.01,0.29,0.01,0,0,0,0
0.041267,-8.08,-5.98,0.031187,-7.76,-5.98,0.01,-0.32,-0.01,0.32,0.01,0.32,0.01,0,0,0,0
-2.96,-8.14,-6.02,-2.97,-7.78,-6.01,0.01,-0.36,-0.01,0.36,0.01,0.36,0.01,0,0,0,0
-5.96,-8.20,-6.05,-5.97,-7.80,-6.04,0.01,-0.40,-0.01,0.40,0.01,0.40,0.01,0,0,0,0
-8.96,-8.27,-6.08,-8.97,-7.83,-6.07,0.01,-0.44,-0.01,0.44,0.01,0.44,0.01,0,0,0,0
-11.96,-8.34,-6.11,-11.97,-7.86,-6.10,0.01,-0.48,-0.01,0.48,0.01,0.48,0.01,0,0,0,0
-14.97,-8.42,-6.15,-14.97,-7.90,-6.14,0.01,-0.52,-0.01,0.52,0.01,0.52,0.01,0,0,0,0
-17.99,-8.61,-6.21,-18.00,-8.05,-6.20,0.01,-0.56,-0.01,0.56,0.01,0.56,0.01,0,0,0,0
-21.17,-8.88,-6.33,-21.17,-8.28,-6.31,0.00,-0.60,-0.01,0.60,0.00,0.60,0.01,0,0,0,0
-24.58,-8.10,-6.35,-24.58,-7.46,-6.34,-0.01,-0.64,-0.01,0.64,0.01,0.64,0.01,0,0,0,0
-27.51,-6.33,-6.17,-27.47,-5.66,-6.16,-0.03,-0.67,-0.01,0.67,0.03,0.67,0.01,0,0,0,0
-30.34,-5.03,-6.07,-30.29,-4.33,-6.06,-0.04,-0.69,-0.01,0.70,0.04,0.69,0.01,0,0,0,0
-33.25,-4.24,-6.04,-33.20,-3.54,-6.03,-0.05,-0.70,-0.01,0.70,0.05,0.70,0.01,0,0,0,0
-36.18,-3.61,-6.03,-36.14,-2.92,-6.02,-0.05,-0.69,-0.01,0.69,0.05,0.69,0.01,0,0,0,0
-39.14,-3.09,-6.02,-39.10,-2.42,-6.01,-0.04,-0.67,0.00,0.67,0.04,0.67,0.00,0,0,0,0
-42.11,-2.65,-6.01,-42.07,-2.02,-6.01,-0.04,-0.63,0.00,0.63,0.04,0.63,0.00,0,0,0,0
-45.08,-2.26,-6.01,-45.05,-1.68,-6.00,-0.03,-0.58,0.00,0.58,0.03,0.58,0.00,0,0,0,0
-48.06,-1.91,-6.00,-48.03,-1.39,-6.00,-0.03,-0.52,0.00,0.52,0.03,0.52,0.00,0,0,0,0
-51.04,-1.60,-6.00,-51.02,-1.14,-6.00,-0.02,-0.45,0.00,0.45,0.02,0.45,0.00,0,0,0,0
-54.03,-1.30,-6.00,-54.01,-0.925458,-6.00,-0.02,-0.38,0.00,0.38,0.02,0.38,0.00,0,0,0,0
-57.02,-1.04,-6.00,-57.01,-0.732931,-6.00,-0.01,-0.31,0.00,0.31,0.01,0.31,0.00,0,0,0,0
-60.01,-0.794827,-6.00,-60.00,-0.562451,-6.00,-0.01,-0.23,0.00,0.23,0.01,0.23,0.00,0,0,0,0
-63.00,-0.573166,-6.00,-63.00,-0.410482,-6.00,0.00,-0.16,0.00,0.16,0.00,0.16,0.00,0,0,0,0
-66.00,-0.374912,-6.00,-66.00,-0.274858,-6.00,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
-68.99,-0.202224,-6.00,-68.99,-0.153635,-6.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00,0,0,0,0
-71.99,-0.061364,-6.00,-71.99,-0.048246,-6.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
-75,0.000000,-6,-75,0.000000,-6,0,0,0,0,0,0,0,1.61,-1.12,-1.04,0.517602
75,0.000000,-9,75,0.000000,-9,0,0,0,0,0,0,0,6.96,6.28,-0.739335,-2.90
71.99,-0.044901,-9.00,71.99,-0.042754,-9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
68.99,-0.146614,-9.00,68.99,-0.138781,-9.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
66.00,-0.265970,-9.00,66.00,-0.250053,-9.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
63.00,-0.400272,-9.00,63.00,-0.374697,-9.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00,0,0,0,0
60.00,-0.550999,-9.00,60.00,-0.514869,-9.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
57.01,-0.719340,-9.00,57.01,-0.672315,-9.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00,0,0,0,0
54.01,-0.907813,-9.00,54.01,-0.850045,-9.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00,0,0,0,0
51.02,-1.12,-9.00,51.02,-1.05,-9.00,0.00,-0.07,0.00,0.07,0.00,0.07,0.00,0,0,0,0
48.03,-1.36,-9.00,48.03,-1.28,-9.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
45.04,-1.63,-9.01,45.04,-1.55,-9.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
42.06,-1.95,-9.01,42.06,-1.85,-9.01,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
39.08,-2.31,-9.01,39.08,-2.22,-9.01,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
36.12,-2.76,-9.01,36.11,-2.66,-9.01,0.00,-0.11,0.00,0.11,0.00,0.11,0.00,0,0,0,0
33.17,-3.31,-9.01,33.16,-3.20,-9.01,0.00,-0.11,0.00,0.11,0.00,0.11,0.00,0,0,0,0
30.25,-4.01,-9.02,30.24,-3.90,-9.02,0.01,-0.12,0.00,0.12,0.01,0.12,0.00,0,0,0,0
27.39,-4.94,-9.02,27.38,-4.82,-9.02,0.01,-0.12,0.00,0.12,0.01,0.12,0.00,0,0,0,0
24.67,-6.56,-8.96,24.66,-6.43,-8.96,0.01,-0.13,0.00,0.13,0.01,0.13,0.00,0,0,0,0
21.68,-8.23,-8.84,21.67,-8.10,-8.84,0.02,-0.14,0.00,0.14,0.02,0.14,0.00,0,0,0,0
18.25,-8.33,-8.76,18.24,-8.18,-8.76,0.02,-0.16,-0.01,0.16,0.02,0.16,0.01,0,0,0,0
15.10,-7.92,-8.82,15.09,-7.74,-8.81,0.01,-0.18,0.00,0.18,0.01,0.18,0.00,0,0,0,0
12.08,-7.91,-8.85,12.06,-7.71,-8.85,0.01,-0.20,0.00,0.20,0.01,0.20,0.00,0,0,0,0
9.08,-7.93,-8.89,9.06,-7.70,-8.88,0.01,-0.23,0.00,0.23,0.01,0.23,0.00,0,0,0,0
6.07,-7.96,-8.92,6.06,-7.71,-8.91,0.01,-0.25,-0.01,0.25,0.01,0.25,0.01,0,0,0,0
3.07,-8.00,-8.95,3.06,-7.71,-8.95,0.01,-0.28,-0.01,0.28,0.01,0.28,0.01,0,0,0,0
0.071776,-8.04,-8.98,0.060986,-7.73,-8.98,0.01,-0.32,-0.01,0.32,0.01,0.32,0.01,0,0,0,0
-2.93,-8.09,-9.02,-2.94,-7.74,-9.01,0.01,-0.35,-0.01,0.35,0.01,0.35,0.01,0,0,0,0
-5.93,-8.15,-9.05,-5.94,-7.76,-9.04,0.01,-0.39,-0.01,0.39,0.01,0.39,0.01,0,0,0,0
-8.93,-8.21,-9.08,-8.94,-7.78,-9.07,0.01,-0.42,-0.01,0.42,0.01,0.42,0.01,0,0,0,0
-11.93,-8.27,-9.11,-11.94,-7.81,-9.10,0.01,-0.46,-0.01,0.46,0.01,0.46,0.01,0,0,0,0
-14.94,-8.33,-9.15,-14.94,-7.83,-9.14,0.01,-0.50,-0.01,0.50,0.01,0.50,0.01,0,0,0,0
-17.97,-8.57,-9.24,-17.98,-8.05,-9.23,0.01,-0.53,-0.01,0.53,0.01,0.53,0.01,0,0,0,0
-21.20,-8.75,-9.39,-21.21,-8.19,-9.37,0.01,-0.56,-0.02,0.56,0.01,0.56,0.02,0,0,0,0
-24.51,-7.63,-9.37,-24.51,-7.03,-9.36,0.00,-0.60,-0.01,0.60,0.00,0.60,0.01,0,0,0,0
-27.42,-5.93,-9.17,-27.39,-5.28,-9.16,-0.03,-0.65,-0.01,0.65,0.03,0.65,0.01,0,0,0,0
-30.30,-4.83,-9.09,-30.26,-4.15,-9.08,-0.04,-0.68,-0.01,0.68,0.04,0.68,0.01,0,0,0,0
-33.23,-4.11,-9.05,-33.18,-3.42,-9.04,-0.04,-0.68,-0.01,0.69,0.04,0.68,0.01,0,0,0,0
-36.17,-3.52,-9.03,-36.13,-2.84,-9.03,-0.04,-0.68,-0.01,0.68,0.04,0.68,0.01,0,0,0,0
-39.13,-3.02,-9.02,-39.09,-2.37,-9.02,-0.04,-0.65,-0.01,0.65,0.04,0.65,0.01,0,0,0,0
-42.10,-2.59,-9.01,-42.07,-1.98,-9.01,-0.04,-0.62,0.00,0.62,0.04,0.62,0.00,0,0,0,0
-45.08,-2.21,-9.01,-45.05,-1.65,-9.01,-0.03,-0.57,0.00,0.57,0.03,0.57,0.00,0,0,0,0
-48.06,-1.87,-9.01,-48.03,-1.37,-9.00,-0.03,-0.51,0.00,0.51,0.03,0.51,0.00,0,0,0,0
-51.04,-1.56,-9.00,-51.02,-1.12,-9.00,-0.02,-0.44,0.00,0.44,0.02,0.44,0.00,0,0,0,0
-54.03,-1.28,-9.00,-54.01,-0.907537,-9.00,-0.02,-0.37,0.00,0.37,0.02,0.37,0.00,0,0,0,0
-57.02,-1.02,-9.00,-57.01,-0.718552,-9.00,-0.01,-0.30,0.00,0.30,0.01,0.30,0.00,0,0,0,0
-60.01,-0.778946,-9.00,-60.00,-0.550907,-9.00,-0.01,-0.23,0.00,0.23,0.01,0.23,0.00,0,0,0,0
-63.00,-0.561501,-9.00,-63.00,-0.401880,-9.00,0.00,-0.16,0.00,0.16,0.00,0.16,0.00,0,0,0,0
-66.00,-0.366533,-9.00,-66.00,-0.268376,-9.00,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
-68.99,-0.197097,-9.00,-68.99,-0.149453,-9.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00,0,0,0,0
-71.99,-0.059730,-9.00,-71.99,-0.046871,-9.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
-75,0.000000,-9,-75,0.000000,-9,0,0,0,0,0,0,0,4.19,-3.41,-0.857151,-2.28
75,0.000000,-12,75,0.000000,-12,0,0,0,0,0,0,0,8.53,8.18,-0.533485,-2.36
71.99,-0.043341,-12.00,71.99,-0.041252,-12.00,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,0
68.99,-0.141465,-12,68.99,-0.133832,-12,0.00,-0.01,0,0.01,0.00,0.01,0,0,0,0,0
66.00,-0.257323,-12.00,66.00,-0.241807,-12.00,0.00,-0.02,0,0.02,0.00,0.02,0,0,0,0,0
63.00,-0.388549,-12.00,63.00,-0.363608,-12.00,0.00,-0.02,0,0.02,0.00,0.02,0,0,0,0,0
60.00,-0.535580,-12.00,60.00,-0.500343,-12.00,0.00,-0.04,0,0.04,0.00,0.04,0,0,0,0,0
57.01,-0.699962,-12.00,57.01,-0.654082,-12.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00,0,0,0,0
54.01,-0.883615,-12.00,54.01,-0.827223,-12.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00,0,0,0,0
51.02,-1.09,-12.00,51.02,-1.02,-12.00,0.00,-0.07,0.00,0.07,0.00,0.07,0.00,0,0,0,0
48.03,-1.32,-12.01,48.03,-1.25,-12.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
45.04,-1.59,-12.01,45.04,-1.50,-12.01,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
42.05,-1.89,-12.01,42.05,-1.80,-12.01,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
39.08,-2.24,-12.01,39.07,-2.14,-12.01,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
36.11,-2.66,-12.02,36.10,-2.56,-12.02,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
33.15,-3.18,-12.03,33.15,-3.07,-12.02,0.00,-0.11,0.00,0.11,0.00,0.11,0.00,0,0,0,0
30.22,-3.83,-12.04,30.22,-3.72,-12.03,0.01,-0.12,0.00,0.12,0.01,0.12,0.00,0,0,0,0
27.34,-4.69,-12.05,27.34,-4.56,-12.05,0.01,-0.12,0.00,0.12,0.01,0.12,0.00,0,0,0,0
24.62,-6.04,-12.03,24.61,-5.91,-12.03,0.01,-0.13,0.00,0.13,0.01,0.13,0.00,0,0,0,0
21.78,-7.79,-12.01,21.77,-7.65,-12.01,0.01,-0.13,0.00,0.14,0.01,0.13,0.00,0,0,0,0
18.45,-8.47,-11.81,18.43,-8.32,-11.81,0.02,-0.15,-0.01,0.15,0.02,0.15,0.01,0,0,0,0
15.16,-8.12,-11.83,15.14,-7.94,-11.83,0.01,-0.17,0.00,0.17,0.01,0.17,0.00,0,0,0,0
12.12,-7.92,-11.86,12.11,-7.73,-11.85,0.01,-0.19,0.00,0.20,0.01,0.19,0.00,0,0,0,0
9.11,-7.92,-11.89,9.09,-7.70,-11.88,0.01,-0.22,0.00,0.22,0.01,0.22,0.00,0,0,0,0
6.11,-7.93,-11.92,6.10,-7.69,-11.91,0.01,-0.25,0.00,0.25,0.01,0.25,0.00,0,0,0,0
3.10,-7.96,-11.95,3.09,-7.69,-11.95,0.01,-0.28,0.00,0.28,0.01,0.28,0.00,0,0,0,0
0.105433,-8.00,-11.98,0.093867,-7.69,-11.98,0.01,-0.31,-0.01,0.31,0.01,0.31,0.01,0,0,0,0
-2.90,-8.04,-12.01,-2.91,-7.70,-12.01,0.01,-0.34,-0.01,0.34,0.01,0.34,0.01,0,0,0,0
-5.90,-8.09,-12.05,-5.91,-7.72,-12.04,0.01,-0.37,-0.01,0.37,0.01,0.37,0.01,0,0,0,0
-8.90,-8.15,-12.08,-8.91,-7.75,-12.07,0.01,-0.41,-0.01,0.41,0.01,0.41,0.01,0,0,0,0
-11.90,-8.21,-12.12,-11.91,-7.77,-12.11,0.01,-0.44,-0.01,0.44,0.01,0.44,0.01,0,0,0,0
-14.91,-8.34,-12.17,-14.92,-7.87,-12.16,0.01,-0.47,-0.01,0.47,0.01,0.47,0.01,0,0,0,0
-17.98,-8.64,-12.29,-17.99,-8.15,-12.27,0.01,-0.49,-0.02,0.49,0.01,0.49,0.02,0,0,0,0
-21.29,-8.48,-12.49,-21.30,-7.96,-12.47,0.01,-0.52,-0.02,0.52,0.01,0.52,0.02,0,0,0,0
-24.46,-7.02,-12.38,-24.46,-6.45,-12.36,0.00,-0.57,-0.01,0.57,0.00,0.57,0.01,0,0,0,0
-27.36,-5.48,-12.17,-27.33,-4.86,-12.16,-0.03,-0.62,-0.01,0.62,0.03,0.62,0.01,0,0,0,0
-30.26,-4.58,-12.09,-30.22,-3.93,-12.08,-0.04,-0.65,-0.01,0.65,0.04,0.65,0.01,0,0,0,0
-33.20,-3.92,-12.06,-33.16,-3.26,-12.05,-0.04,-0.66,-0.01,0.66,0.04,0.66,0.01,0,0,0,0
-36.16,-3.37,-12.04,-36.12,-2.72,-12.03,-0.04,-0.65,-0.01,0.66,0.04,0.65,0.01,0,0,0,0
-39.12,-2.91,-12.02,-39.08,-2.28,-12.02,-0.04,-0.63,-0.01,0.63,0.04,0.63,0.01,0,0,0,0
-42.09,-2.51,-12.02,-42.06,-1.91,-12.01,-0.03,-0.60,0.00,0.60,0.03,0.60,0.00,0,0,0,0
-45.07,-2.15,-12.01,-45.04,-1.60,-12.01,-0.03,-0.55,0.00,0.55,0.03,0.55,0.00,0,0,0,0
-48.05,-1.82,-12.01,-48.03,-1.33,-12.00,-0.02,-0.49,0.00,0.49,0.02,0.49,0.00,0,0,0,0
-51.04,-1.52,-12.01,-51.02,-1.09,-12.00,-0.02,-0.43,0.00,0.43,0.02,0.43,0.00,0,0,0,0
-54.03,-1.24,-12.00,-54.01,-0.881147,-12.00,-0.01,-0.36,0.00,0.36,0.01,0.36,0.00,0,0,0,0
-57.02,-0.989209,-12.00,-57.01,-0.697205,-12.00,-0.01,-0.29,0.00,0.29,0.01,0.29,0.00,0,0,0,0
-60.01,-0.755989,-12.00,-60.00,-0.533956,-12.00,-0.01,-0.22,0.00,0.22,0.01,0.22,0.00,0,0,0,0
-63.00,-0.544082,-12.00,-63.00,-0.388653,-12.00,0.00,-0.16,0.00,0.16,0.00,0.16,0.00,0,0,0,0
-66.00,-0.354514,-12.00,-66.00,-0.258958,-12.00,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
-68.99,-0.189964,-12.00,-68.99,-0.143600,-12.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00,0,0,0,0
-71.99,-0.057309,-12.00,-71.99,-0.044808,-12.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
-75,0.000000,-12,-75,0.000000,-12,0,0,0,0,0,0,0,4.70,-4.31,-0.673865,-1.74
75,0.000000,-15,75,0.000000,-15,0,0,0,0,0,0,0,11.63,10.49,-0.225412,-5.02
71.99,-0.041157,-15.00,71.99,-0.039132,-15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
68.99,-0.134248,-15.00,69.00,-0.126830,-15.00,0.00,-0.01,0,0.01,0.00,0.01,0,0,0,0,0
66.00,-0.246415,-15.00,66.00,-0.231319,-15.00,0.00,-0.02,0,0.02,0.00,0.02,0,0,0,0,0
63.00,-0.373125,-15.00,63.00,-0.348847,-15.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
60.00,-0.515391,-15.00,60.00,-0.481060,-15.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00,0,0,0,0
57.00,-0.674468,-15.00,57.00,-0.629747,-15.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
54.01,-0.852032,-15.00,54.01,-0.796998,-15.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00,0,0,0,0
51.02,-1.05,-15.00,51.02,-0.985836,-15.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00,0,0,0,0
48.02,-1.27,-15.01,48.02,-1.20,-15.01,0.00,-0.07,0.00,0.07,0.00,0.07,0.00,0,0,0,0
45.03,-1.53,-15.01,45.03,-1.44,-15.01,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
42.05,-1.81,-15.01,42.05,-1.72,-15.01,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
39.07,-2.14,-15.02,39.07,-2.05,-15.02,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
36.10,-2.54,-15.02,36.09,-2.43,-15.02,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
33.13,-3.01,-15.03,33.13,-2.90,-15.03,0.00,-0.11,0.00,0.11,0.00,0.11,0.00,0,0,0,0
30.19,-3.60,-15.05,30.19,-3.48,-15.05,0.00,-0.12,0.00,0.12,0.00,0.12,0.00,0,0,0,0
